0|EAC4468893_1|1|1|emrC_Lis|emrC_Lis||1|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|multidrug_efflux_transporter_outer_membrane_subunit_EmrC	QUATERNARY AMMONIUM
1028082399|WP_063841666_1|1|1|aph(6)-Smalt|aph(6)-Smalt|phosphotransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|APH(6)_family_putative_aminoglycoside_O-phosphotransferase	AMINOGLYCOSIDE
1028082407|WP_063841674_1|1|1|aph(3_)-IVa|aph(3_)-IVa|phosphotransferase|2|KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-IVa	AMINOGLYCOSIDE
1028082416|WP_063841683_1|1|1|aph(3_)-Ia|aph(3_)-Ia|phosphotransferase|2|KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Ia	AMINOGLYCOSIDE
1028082831|WP_063842098_1|1|1|aph(3_)-Ia|aph(3_)-Ia|phosphotransferase|2|KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Ia	AMINOGLYCOSIDE
1028082881|WP_063842148_1|1|1|aph(3_)-Ia|aph(3_)-Ia|phosphotransferase|2|KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Ia	AMINOGLYCOSIDE
1028082912|WP_063842175_1|1|1|aph(3_)-VIIa|aph(3_)-VIIa|phosphotransferase|2|AMIKACIN_KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-VIIa	AMINOGLYCOSIDE
1028082917|WP_063842176_1|1|1|aph(3_)-Va|aph(3_)-Va|phosphotransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Va	AMINOGLYCOSIDE
1028082918|WP_063842177_1|1|1|aph(3_)-Vb|aph(3_)-Vb|phosphotransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Vb	AMINOGLYCOSIDE
1028082921|WP_063842178_1|1|1|aph(3_)-Vb|aph(3_)-Vb|phosphotransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Vb	AMINOGLYCOSIDE
1028082922|WP_063842179_1|1|1|aph(3_)-Vc|aph(3_)-Vc|phosphotransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-Vc	AMINOGLYCOSIDE
1028082930|WP_063842181_1|1|1|aph(6)-Ia|aph(6)-Ia|phosphotransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(6)-Ia	AMINOGLYCOSIDE
1028083027|WP_063842183_1|1|1|aph(6)-Id|aph(6)-Id|phosphotransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(6)-Id	AMINOGLYCOSIDE
1028083028|WP_063842184_1|1|1|aph(6)-Id|aph(6)-Id|phosphotransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(6)-Id	AMINOGLYCOSIDE
1028083029|WP_063842185_1|1|1|aph(7__)-Ia|aph(7__)-Ia|phosphotransferase|2|HYGROMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(7__)-Ia	AMINOGLYCOSIDE
1028083030|WP_063842186_1|1|1|aph(9)-Ib|aph(9)-Ib|phosphotransferase|2|SPECTINOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(9)-Ib	AMINOGLYCOSIDE
1028083046|WP_063842202_1|1|1|arr-Msmeg|arr-Msmeg|ADP-ribosyltransferase|2|RIFAMYCIN|RIFAMYCIN|NAD(+)--rifampin_ADP-ribosyltransferase_Arr-2b	RIFAMYCIN
1028083051|WP_063842207_1|1|1|arr|arr|ADP-ribosyltransferase|2|RIFAMYCIN|RIFAMYCIN|NAD(+)--rifampin_ADP-ribosyltransferase	RIFAMYCIN
1028083058|WP_063842214_1|1|1|arr-6|arr-6|ADP-ribosyltransferase|2|RIFAMYCIN|RIFAMYCIN|NAD(+)--rifampin_ADP-ribosyltransferase_Arr-6	RIFAMYCIN
1028083083|WP_063842239_1|1|1|bla2a|bla2a|hydrolase|2|BETA-LACTAM|BETA-LACTAM|Exo_family_class_A_beta-lactamase	BETA-LACTAM
1028083092|WP_063842248_1|1|1|bla1|bla1|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_Bla1	BETA-LACTAM
1028083107|WP_063842263_1|1|1|blaLRA-1|blaLRA-1|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA1_family_class_A_beta-lactamase	BETA-LACTAM
1028083112|WP_063842268_1|1|1|blaLRA-5|blaLRA-5|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA5_family_class_A_beta-lactamase	BETA-LACTAM
1028083116|WP_063842272_1|1|1|bla-A2|bla-A2|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase,_subclass_A2	BETA-LACTAM
1028083121|WP_063842277_1|1|1|bla-A|bla-A|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase	BETA-LACTAM
1028083609|WP_063842628_1|1|1|blaF|blaF|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase	BETA-LACTAM
1028083701|WP_063842669_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083708|WP_063842676_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083714|WP_063842682_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083720|WP_063842688_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083721|WP_063842689_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083722|WP_063842690_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083723|WP_063842691_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083724|WP_063842692_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083725|WP_063842693_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083726|WP_063842694_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083727|WP_063842695_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083728|WP_063842696_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083729|WP_063842697_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083730|WP_063842698_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083731|WP_063842699_1|1|1|blaL1|blaL1|hydrolase|2|CARBAPENEM|BETA-LACTAM|L1_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083732|WP_063842700_1|1|1|blaL2|blaL2|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|L2_family_extended-spectrum_class_A_beta-lactamase	BETA-LACTAM
1028083733|WP_063842701_1|1|1|blaLRA-2|blaLRA-2|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA2_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083734|WP_063842702_1|1|1|blaLRA-3|blaLRA-3|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA3_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083735|WP_063842703_1|1|1|blaLRA-8|blaLRA-8|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA8_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083736|WP_063842704_1|1|1|blaLRA-9|blaLRA-9|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA9_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083739|WP_063842707_1|1|1|blaLRA-12|blaLRA-12|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA12_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083744|WP_063842712_1|1|1|blaLRA-17|blaLRA-17|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA17_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083749|WP_063842717_1|1|1|blaLRA-19|blaLRA-19|hydrolase|2|BETA-LACTAM|BETA-LACTAM|LRA19_family_subclass_B3_metallo-beta-lactamase	BETA-LACTAM
1028083756|WP_063842724_1|1|1|blaM-1|blaM-1|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase	BETA-LACTAM
1028083762|WP_063842730_1|1|1|blaOCH|blaOCH|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OCH_family_extended-spectrum_class_C_beta-lactamase	BETA-LACTAM
1028083777|WP_063842745_1|1|1|blaOKP-B|blaOKP-B|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OKP-B_family_broad-spectrum_class_A_beta-lactamase	BETA-LACTAM
1028083784|WP_063842752_1|1|1|blaOXY-2-14|blaOXY-2|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-2-14	BETA-LACTAM
1028083791|WP_063842759_1|1|1|blaOXY-2-5|blaOXY-2|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-2-5	BETA-LACTAM
1028083894|WP_063842862_1|1|1|blaZ-mecC|blaZ-mecC|hydrolase|2|BETA-LACTAM|BETA-LACTAM|mecC-type_penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	BETA-LACTAM
1028083901|WP_063842869_1|1|1|blaR1|blaR1|regulation|2|BETA-LACTAM|BETA-LACTAM|beta-lactam_sensor_signal_transducer_BlaR1	BETA-LACTAM
1028083928|WP_063842896_1|1|1|blaR39|blaR39|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase	BETA-LACTAM
1028083937|WP_063842905_1|1|1|blaSED|blaSED|hydrolase|2|BETA-LACTAM|BETA-LACTAM|SED_family_class_A_beta-lactamase	BETA-LACTAM
1028083943|WP_063842911_1|1|1|blaSFB-1|blaSHW|hydrolase|2|BETA-LACTAM|BETA-LACTAM|SHW_family_subclass_B1_metallo-beta-lactamase_SFB-1	BETA-LACTAM
1028083947|WP_063842915_1|1|1|blaSLB-1|blaSHW|hydrolase|2|CARBAPENEM|BETA-LACTAM|SHW_family_subclass_B1_metallo-beta-lactamase_SLB-1	BETA-LACTAM
1028083971|WP_063842939_1|1|1|blaSRT|blaSRT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|SRT_SST_family_class_C_beta-lactamase	BETA-LACTAM
1028083976|WP_063842944_1|1|1|blaSRT|blaSRT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|SRT_SST_family_class_C_beta-lactamase	BETA-LACTAM
1028083980|WP_063842948_1|1|1|blaTHIN-B|blaTHIN-B|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_THIN-B	BETA-LACTAM
1028083994|WP_063842962_1|1|1|ble-Sv|ble-Sv|sequestration|2|BLEOMYCIN|BLEOMYCIN|BLMA_family_bleomycin_binding_protein	BLEOMYCIN
1028083999|WP_063842967_1|1|1|ble-Sv|ble-Sv|sequestration|2|BLEOMYCIN|BLEOMYCIN|BLMA_family_bleomycin_binding_protein	BLEOMYCIN
1028084030|WP_063842998_1|1|1|ble-Sh|ble-Sh|sequestration|2|BLEOMYCIN|BLEOMYCIN|phleomycin_bleomycin_binding_protein_Ble-Sh	BLEOMYCIN
1028084238|WP_063843206_1|1|1|blmB|blmB|acetyltransferase|2|BLEOMYCIN|BLEOMYCIN|bleomycin_family_antibiotic_N-acetyltransferase_BlmB	BLEOMYCIN
1028084239|WP_063843207_1|1|1|car(A)|car(A)|target_protection|2|MACROLIDE|MACROLIDE|ABC-F_type_ribosomal_protection_protein_Car(A)	MACROLIDE
1028084240|WP_063843208_1|1|1|catA4|catA4|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-4_chloramphenicol_O-acetyltransferase	PHENICOL
1028084241|WP_063843209_1|1|1|catA8|catA8|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-8_chloramphenicol_O-acetyltransferase	PHENICOL
1028084242|WP_063843210_1|1|1|catA8|catA8|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-8_chloramphenicol_O-acetyltransferase	PHENICOL
1028084243|WP_063843211_1|1|1|catA7|catA7|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-7_chloramphenicol_O-acetyltransferase	PHENICOL
1028084244|WP_063843212_1|1|1|catA5|catA5|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-5_chloramphenicol_O-acetyltransferase	PHENICOL
1028084249|WP_063843217_1|1|1|catA1|catA1|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-1_chloramphenicol_O-acetyltransferase	PHENICOL
1028084250|WP_063843218_1|1|1|catA1|catA1|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-1_chloramphenicol_O-acetyltransferase	PHENICOL
1028084251|WP_063843219_1|1|1|catA15|catA15|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-15_chloramphenicol_acetyltransferase_CatA15	PHENICOL
1028084252|WP_063843220_1|1|1|catA16|catA16|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-16_chloramphenicol_O-acetyltransferase_CatQ	PHENICOL
1028084253|WP_063843221_1|1|1|catA16|catA16|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-16_chloramphenicol_O-acetyltransferase_CatQ	PHENICOL
1028084254|WP_063843222_1|1|1|catA2|catA2|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-2_chloramphenicol_O-acetyltransferase_CatII	PHENICOL
1028084255|WP_063843223_1|1|1|catB10|catB10|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B_chloramphenicol_O-acetyltransferase_CatB10	PHENICOL
1028084256|WP_063843224_1|1|1|catB3|catB3|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB3	PHENICOL
1028084257|WP_063843225_1|1|1|catB3|catB3|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB3	PHENICOL
1028084258|WP_063843226_1|1|1|catB3|catB3|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB3	PHENICOL
1028084259|WP_063843227_1|1|1|catB3|catB3|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB3	PHENICOL
1028084260|WP_063843228_1|1|1|catB3|catB3|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB3	PHENICOL
1028084261|WP_063843229_1|1|1|catB6|catB|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB6	PHENICOL
1028084262|WP_063843230_1|1|1|catB8|catB8|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB8	PHENICOL
1028084263|WP_063843231_1|1|1|catB8|catB8|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB8	PHENICOL
1028084264|WP_063843232_1|1|1|catB8|catB8|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-3_chloramphenicol_O-acetyltransferase_CatB8	PHENICOL
1028084265|WP_063843233_1|1|1|catD|catD|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-11_chloramphenicol_O-acetyltransferase_CatD	PHENICOL
1028084266|WP_063843234_1|1|1|cepH|cepH|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_CepH	BETA-LACTAM
1028084267|WP_063843235_1|1|1|cepS|cepS|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_CepS	BETA-LACTAM
1028084268|WP_063843236_1|1|1|cfiA11|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA11	BETA-LACTAM
1028084269|WP_063843237_1|1|1|cfxA|cfxA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_CfxA	BETA-LACTAM
1028084270|WP_063843238_1|1|1|cfxA_fam|cfxA_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|CfxA_family_broad-spectrum_class_A_beta-lactamase	BETA-LACTAM
1028084271|WP_063843239_1|1|1|cfxA_fam|cfxA_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|CfxA_family_broad-spectrum_class_A_beta-lactamase	BETA-LACTAM
1028084272|WP_063843240_1|1|1|cfxA_fam|cfxA_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|CfxA_family_broad-spectrum_class_A_beta-lactamase	BETA-LACTAM
1028084273|WP_063843241_1|1|1|cfxA_fam|cfxA_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|CfxA_family_broad-spectrum_class_A_beta-lactamase	BETA-LACTAM
1028084274|WP_063843242_1|1|1|cfxA2|cfxA2|hydrolase|2|BETA-LACTAM|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CfxA2	BETA-LACTAM
1028084275|WP_063843243_1|1|1|cfxA2|cfxA2|hydrolase|2|BETA-LACTAM|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CfxA2	BETA-LACTAM
1028084277|WP_063843245_1|1|1|chrB_rRNA_meth|chrB_rRNA_meth|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(guanine(748)-N(1))-methyltransferase_ChrB	MACROLIDE
1028084278|WP_063843246_1|1|1|cmlA4|cmlA4|efflux|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_efflux_MFS_transporter_CmlA4	PHENICOL
1028084279|WP_063843247_1|1|1|cmlA4|cmlA4|efflux|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_efflux_MFS_transporter_CmlA4	PHENICOL
1028085701|WP_063844234_1|1|1|cmrA|cmrA|efflux|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_efflux_MFS_transporter_CmrA	PHENICOL
1028085710|WP_063844243_1|1|1|cmrA|cmrA|efflux|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_efflux_MFS_transporter_CmrA	PHENICOL
1028085748|WP_063844281_1|1|1|cphA3|cphA|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_CphA3	BETA-LACTAM
1028085749|WP_063844282_1|1|1|cphA1|cphA1|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_CphA1	BETA-LACTAM
1028085750|WP_063844283_1|1|1|cphA1|cphA1|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_CphA1	BETA-LACTAM
1028085751|WP_063844284_1|1|1|cphA1|cphA1|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_CphA1	BETA-LACTAM
1028085752|WP_063844285_1|1|1|cphA1|cphA1|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_CphA1	BETA-LACTAM
1028085754|WP_063844286_1|1|1|cphA1|cphA1|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_CphA1	BETA-LACTAM
1028085756|WP_063844287_1|1|1|cpt|cpt|phosphotransferase|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_phosphotransferase_CPT	PHENICOL
1028085759|WP_063844288_1|1|1|dfr1_rpt|dfr1_rpt|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_repeat-containing_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085790|WP_063844289_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085792|WP_063844290_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085793|WP_063844291_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085794|WP_063844292_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085795|WP_063844293_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085796|WP_063844294_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085797|WP_063844295_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085798|WP_063844296_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	TRIMETHOPRIM
1028085799|WP_063844297_1|1|1|dfrA12|dfrA12|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA12	TRIMETHOPRIM
1028085800|WP_063844298_1|1|1|dfrA12|dfrA12|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA12	TRIMETHOPRIM
1028085817|WP_063844315_1|1|1|dfrA12|dfrA12|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA12	TRIMETHOPRIM
1028085823|WP_063844321_1|1|1|dfrA12|dfrA12|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA12	TRIMETHOPRIM
1028085831|WP_063844329_1|1|1|dfrA12|dfrA12|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA12	TRIMETHOPRIM
1028085836|WP_063844334_1|1|1|dfrA13|dfrA12_A21|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA13	TRIMETHOPRIM
1028085842|WP_063844340_1|1|1|dfrA14|dfrA14|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA14	TRIMETHOPRIM
1028085864|WP_063844362_1|1|1|dfrA15|dfrA15|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA15	TRIMETHOPRIM
1028085865|WP_063844363_1|1|1|dfrA15|dfrA15|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA15	TRIMETHOPRIM
1028085866|WP_063844364_1|1|1|dfrA16|dfrA16|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA16	TRIMETHOPRIM
1028085867|WP_063844365_1|1|1|dfrA16|dfrA16|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA16	TRIMETHOPRIM
1028085868|WP_063844366_1|1|1|dfrA17|dfrA17|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA17	TRIMETHOPRIM
1028085869|WP_063844367_1|1|1|dfrA17|dfrA17|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA17	TRIMETHOPRIM
1028085870|WP_063844368_1|1|1|dfrA17|dfrA17|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA17	TRIMETHOPRIM
1028085871|WP_063844369_1|1|1|dfrA17|dfrA17|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA17	TRIMETHOPRIM
1028085872|WP_063844370_1|1|1|dfrA22|dfrA22|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA22	TRIMETHOPRIM
1028085873|WP_063844371_1|1|1|dfrA33|dfrA33|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA33	TRIMETHOPRIM
1028085878|WP_063844376_1|1|1|dfrA24|dfrA24|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA24	TRIMETHOPRIM
1028085883|WP_063844381_1|1|1|dfrA26|dfrA26|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA26	TRIMETHOPRIM
1028085894|WP_063844392_1|1|1|dfrA28|dfrA|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA28	TRIMETHOPRIM
1028085905|WP_063844403_1|1|1|dfrA3|dfrA3|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA3	TRIMETHOPRIM
1028085910|WP_063844408_1|1|1|dfrA30|dfrA30|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA30	TRIMETHOPRIM
1028085947|WP_063844445_1|1|1|dfrA5|dfrA5|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA5	TRIMETHOPRIM
